city,date,temp,humidity,description,temp_transformed,humidity_transformed
New York,2025-04-24 05:30:00,19.48,43,broken clouds,-0.0392497604997065,-0.5980607060429518
New York,2025-04-24 08:30:00,17.13,49,clear sky,-0.22690643086524456,-0.43345486600459143
New York,2025-04-24 11:30:00,16.18,53,clear sky,-0.3053320835889089,-0.3207892860663682
New York,2025-04-24 14:30:00,14.5,60,clear sky,-0.4481295646769124,-0.11842362004835609
New York,2025-04-24 17:30:00,15.08,56,clear sky,-0.39820331119805363,-0.23484657852069762
New York,2025-04-24 20:30:00,17.73,48,scattered clouds,-0.1781678903748306,-0.4612644117049965
New York,2025-04-24 23:30:00,19.73,47,scattered clouds,-0.01977436666095735,-0.4889269624917726
New York,2025-04-25 02:30:00,18.54,44,few clouds,-0.11328953155815363,-0.5710096090800431
New York,2025-04-25 05:30:00,17.79,52,scattered clouds,-0.17332647207193144,-0.3491657143655069
New York,2025-04-25 08:30:00,17.4,48,scattered clouds,-0.2049004005501109,-0.4612644117049965
New York,2025-04-25 11:30:00,15.76,48,scattered clouds,-0.3405210729911283,-0.4612644117049965
New York,2025-04-25 14:30:00,14.52,51,scattered clouds,-0.4463964309070251,-0.37740344494077754
New York,2025-04-25 17:30:00,15.05,50,broken clouds,-0.4007689640590864,-0.4055005078297467
New York,2025-04-25 20:30:00,18.41,45,overcast clouds,-0.12363317880423098,-0.5438019503165357
New York,2025-04-25 23:30:00,19.3,58,overcast clouds,-0.053327283865480704,-0.17689134393136569
New York,2025-04-26 02:30:00,18.74,66,overcast clouds,-0.09742647100565294,0.05993292382423878
New York,2025-04-26 05:30:00,16.09,81,overcast clouds,-0.3128451773968185,0.5236473352366572
New York,2025-04-26 08:30:00,15.7,91,light rain,-0.3455749272850961,0.845566730889002
New York,2025-04-26 11:30:00,16.25,94,moderate rain,-0.2994987650113337,0.9439761413805045
New York,2025-04-26 14:30:00,17.11,93,moderate rain,-0.22854137862369195,0.911082018303906
New York,2025-04-26 17:30:00,17.71,92,light rain,-0.1797829883252224,0.8782786410063184
New York,2025-04-26 20:30:00,18.17,85,light rain,-0.14279765613833495,0.6512582496756826
New York,2025-04-26 23:30:00,19.79,57,overcast clouds,-0.015113402612839458,-0.20593383232668597
